title,pub_date
Judge allows cruise line to temporarily require proof of vaccination in Florida.,2021-08-09T02:18:49+0000
Judge allows cruise line to temporarily require proof of vaccination in Florida.,2021-08-09T02:18:49+0000
Judge allows cruise line to temporarily require proof of vaccination in Florida.,2021-08-09T02:18:49+0000
Abbott Criticized for Ban on Covid Mandates as Cases Soar in Texas,2021-08-09T07:00:07+0000
Abbott Criticized for Ban on Covid Mandates as Cases Soar in Texas,2021-08-09T07:00:07+0000
Do You Need Another Covid Shot?,2021-08-09T09:00:11+0000
Bolsonaro May Not Actually Succeed in Destroying Us All,2021-08-09T09:00:11+0000
Bolsonaro May Not Actually Succeed in Destroying Us All,2021-08-09T09:00:11+0000
Do You Need Another Covid Shot?,2021-08-09T09:00:11+0000
Bolsonaro May Not Actually Succeed in Destroying Us All,2021-08-09T09:00:11+0000
Families of High-Risk Children Despair Over Covid Resurgence,2021-08-09T09:00:16+0000
Families of High-Risk Children Despair Over Covid Resurgence,2021-08-09T09:00:16+0000
"The Delta Variant Is Sending More Children to the Hospital. Are They Sicker, Too?",2021-08-09T09:00:22+0000
"The Delta Variant Is Sending More Children to the Hospital. Are They Sicker, Too?",2021-08-09T09:00:22+0000
Inside a Louisiana Hospital Battling the Delta Variant,2021-08-09T13:00:01+0000
Inside a Louisiana Hospital Battling the Delta Variant,2021-08-09T13:00:01+0000
"No Shots, No Service",2021-08-09T13:02:22+0000
"No Shots, No Service",2021-08-09T13:02:22+0000
Persuading the Vaccine Holdouts,2021-08-09T16:47:39+0000
Persuading the Vaccine Holdouts,2021-08-09T16:47:39+0000
The U.S. military will mandate Covid-19 vaccines for troops.,2021-08-09T17:33:43+0000
The U.S. military will mandate Covid-19 vaccines for troops.,2021-08-09T17:33:43+0000
"Get a Covid-19 Vaccine or Face Prison, Judges Order in Probation Cases",2021-08-09T20:10:38+0000
"Get a Covid-19 Vaccine or Face Prison, Judges Order in Probation Cases",2021-08-09T20:10:38+0000
Washington State sets vaccine mandate for government and health care workers.,2021-08-09T20:49:25+0000
Washington State sets vaccine mandate for government and health care workers.,2021-08-09T20:49:25+0000
Coronavirus Briefing: What Happened Today,2021-08-09T21:17:28+0000
Coronavirus Briefing: What Happened Today,2021-08-09T21:17:28+0000
"Budget Plan, Climate Crisis, Military Vaccines: Your Monday Evening Briefing",2021-08-09T22:00:47+0000
U.S. Military Will Mandate Vaccinations for Troops,2021-08-09T22:02:59+0000
U.S. Military Will Mandate Vaccinations for Troops,2021-08-09T22:02:59+0000
"Climate Denial, Covid Denial and the Right’s Descent",2021-08-09T23:00:05+0000
"Climate Denial, Covid Denial and the Right’s Descent",2021-08-09T23:00:05+0000
Covid Vaccines for Kids Can’t Wait,2021-08-09T23:57:28+0000
Covid Vaccines for Kids Can’t Wait,2021-08-09T23:57:28+0000
Washington State to Impose Partial Vaccine Mandate,2021-08-10T00:32:37+0000
Washington State to Impose Partial Vaccine Mandate,2021-08-10T00:32:37+0000
Washington State to Impose Partial Vaccine Mandate,2021-08-10T00:32:37+0000
"Europe Reopened to Americans. Why, It Asks, Hasn’t the U.S. Reciprocated?",2021-08-10T04:55:10+0000
"Europe Reopened to Americans. Why, It Asks, Hasn’t the U.S. Reciprocated?",2021-08-10T04:55:10+0000
We Studied One Million Students. This Is What We Learned About Masking.,2021-08-10T09:00:09+0000
We Studied One Million Students. This Is What We Learned About Masking.,2021-08-10T09:00:09+0000
The Clock Is Ticking: What We Know About N.Y.C.’s School Reopening Plan,2021-08-10T09:00:17+0000
Inside the White House-Facebook Rift Over Vaccine Misinformation,2021-08-10T09:00:22+0000
Inside the White House-Facebook Rift Over Vaccine Misinformation,2021-08-10T09:00:22+0000
Virus Misinformation Spikes as Delta Cases Surge,2021-08-10T09:00:24+0000
Virus Misinformation Spikes as Delta Cases Surge,2021-08-10T09:00:24+0000
Twitter suspends Marjorie Taylor Greene for 7 days over vaccine misinformation.,2021-08-10T14:04:25+0000
Twitter suspends Marjorie Taylor Greene for 7 days over vaccine misinformation.,2021-08-10T14:04:25+0000
How to Bring Up Touchy Subjects on a Date,2021-08-10T15:27:29+0000
How to Bring Up Touchy Subjects on a Date,2021-08-10T15:27:29+0000
Non-E.U. visitors to France can get a health pass to enter social venues.,2021-08-10T17:37:58+0000
Non-E.U. visitors to France can get a health pass to enter social venues.,2021-08-10T17:37:58+0000
See the Data on Breakthrough Covid Hospitalizations and Deaths by State,2021-08-10T18:12:19+0000
See the Data on Breakthrough Covid Hospitalizations and Deaths by State,2021-08-10T18:12:19+0000
Saudi Arabia lifts a ban on foreign pilgrims heading to Mecca.,2021-08-10T18:14:57+0000
Saudi Arabia lifts a ban on foreign pilgrims heading to Mecca.,2021-08-10T18:14:57+0000
Germany will stop paying for virus tests for people choosing to remain unvaccinated.,2021-08-10T19:34:01+0000
Germany will stop paying for virus tests for people choosing to remain unvaccinated.,2021-08-10T19:34:01+0000
All Washington D.C. public employees will face a vaccine or testing requirement.,2021-08-10T19:57:47+0000
All Washington D.C. public employees will face a vaccine or testing requirement.,2021-08-10T19:57:47+0000
D.C. Mayor Directs City Workers to Get Vaccinated or Face Testing,2021-08-10T20:33:55+0000
D.C. Mayor Directs City Workers to Get Vaccinated or Face Testing,2021-08-10T20:33:55+0000
Coronavirus Briefing: What Happened Today,2021-08-10T21:03:26+0000
Coronavirus Briefing: What Happened Today,2021-08-10T21:03:26+0000
What to Know About Breakthrough Infections and the Delta Variant,2021-08-10T23:25:57+0000
What to Know About Breakthrough Infections and the Delta Variant,2021-08-10T23:25:57+0000
YouTube suspends Rand Paul for a week over a video disputing the effectiveness of masks.,2021-08-11T07:41:10+0000
"Parents support school mask mandates more than required vaccines, a study finds.",2021-08-11T09:00:09+0000
"Parents support school mask mandates more than required vaccines, a study finds.",2021-08-11T09:00:09+0000
The Experts Making High-Tech Storytelling Possible,2021-08-11T09:00:21+0000
Here’s what to know about breakthrough infections and the Delta variant.,2021-08-11T09:54:43+0000
Here’s what to know about breakthrough infections and the Delta variant.,2021-08-11T09:54:43+0000
"Bangladesh, Citing Economic Pain, Reopens Amid Worst Covid Wave Yet",2021-08-11T10:20:36+0000
What Cuomo’s Resignation Means for Business,2021-08-11T11:54:58+0000
What Cuomo’s Resignation Means for Business,2021-08-11T11:54:58+0000
Thousands in Germany get extra shots after a nurse is suspected of tampering with the vaccine.,2021-08-11T13:02:00+0000
Thousands in Germany get extra shots after a nurse is suspected of tampering with the vaccine.,2021-08-11T13:02:00+0000
4 Different Return-to-Work Approaches,2021-08-11T14:17:07+0000
Protecting Young Children From Covid,2021-08-11T16:33:19+0000
Protecting Young Children From Covid,2021-08-11T16:33:19+0000
They Came for Covid Vaccines. They Got $100.,2021-08-11T17:36:38+0000
They Came for Covid Vaccines. They Got $100.,2021-08-11T17:36:38+0000
"As demand surges in the U.S., counties reopen virus testing sites.",2021-08-11T17:37:42+0000
"As demand surges in the U.S., counties reopen virus testing sites.",2021-08-11T17:37:42+0000
California orders all teachers to be vaccinated or face regular testing.,2021-08-11T18:15:32+0000
California orders all teachers to be vaccinated or face regular testing.,2021-08-11T18:15:32+0000
Coronavirus Briefing: What Happened Today,2021-08-11T21:03:55+0000
Coronavirus Briefing: What Happened Today,2021-08-11T21:03:55+0000
California to Require Vaccines for School Staff or Weekly Testing,2021-08-11T21:09:53+0000
California to Require Vaccines for School Staff or Weekly Testing,2021-08-11T21:09:53+0000
"Vaccines, Kathy Hochul, ‘Jeopardy!’: Your Wednesday Evening Briefing",2021-08-11T21:41:23+0000
"Vaccines, Kathy Hochul, ‘Jeopardy!’: Your Wednesday Evening Briefing",2021-08-11T21:41:23+0000
A new initiative will bring more vaccines to Latin America and the Caribbean.,2021-08-11T22:26:21+0000
A new initiative will bring more vaccines to Latin America and the Caribbean.,2021-08-11T22:26:21+0000
Texas Hospitals Are Already Overloaded. Doctors Are ‘Frightened by What Is Coming.’,2021-08-11T22:58:09+0000
C.D.C. Recommends Covid Vaccines During Pregnancy,2021-08-11T23:09:04+0000
C.D.C. Recommends Covid Vaccines During Pregnancy,2021-08-11T23:09:04+0000
New York’s incoming governor faces difficult decisions as virus cases rise.,2021-08-11T23:30:17+0000
New York’s incoming governor faces difficult decisions as virus cases rise.,2021-08-11T23:30:17+0000
F.D.A. to Authorize Third Vaccine Dose for People With Weak Immune Systems,2021-08-12T01:46:56+0000
F.D.A. to Authorize Third Vaccine Dose for People With Weak Immune Systems,2021-08-12T01:46:56+0000
"Locked Down and Fed Up, Australians Find Their Own Ways to Speed Vaccinations",2021-08-12T04:26:02+0000
"Locked Down and Fed Up, Australians Find Their Own Ways to Speed Vaccinations",2021-08-12T04:26:02+0000
See How Vaccines Can Make the Difference in Delta Variant’s Impact,2021-08-12T09:00:02+0000
See How Vaccines Can Make the Difference in Delta Variant’s Impact,2021-08-12T09:00:02+0000
Should We Worry As Billionaires Buy Up Newspapers?,2021-08-12T09:00:10+0000
Should We Worry As Billionaires Buy Up Newspapers?,2021-08-12T09:00:10+0000
Catching Up With One of the First Covid Patients to Be Put on a Ventilator,2021-08-12T09:00:14+0000
Why Only 28 Percent of Young Black New Yorkers Are Vaccinated,2021-08-12T09:00:20+0000
Why Only 28 Percent of Young Black New Yorkers Are Vaccinated,2021-08-12T09:00:20+0000
"In Texas, a Quarantine Camp for Migrants With Covid-19",2021-08-12T09:00:26+0000
"New Zealand, After Holding Virus at Bay, Unveils Reopening Strategy",2021-08-12T09:03:35+0000
"New Zealand, After Holding Virus at Bay, Unveils Reopening Strategy",2021-08-12T09:03:35+0000
"Weekly Health Quiz: 4-Second Workouts, Deadly Heat Waves and Foods for Brain Health",2021-08-12T12:32:07+0000
"Weekly Health Quiz: 4-Second Workouts, Deadly Heat Waves and Foods for Brain Health",2021-08-12T12:32:07+0000
The Department of Veterans Affairs will mandate vaccines for most workers in its medical centers.,2021-08-12T13:00:21+0000
The Department of Veterans Affairs will mandate vaccines for most workers in its medical centers.,2021-08-12T13:00:21+0000
"Kids and Covid: What to Know, a Times Virtual Event",2021-08-12T14:10:31+0000
"Kids and Covid: What to Know, a Times Virtual Event",2021-08-12T14:10:31+0000
How the Delta Variant Is Affecting Wedding Season,2021-08-12T15:50:46+0000
The H.H.S. will require its health workers to get the Covid vaccine.,2021-08-12T16:26:49+0000
The H.H.S. will require its health workers to get the Covid vaccine.,2021-08-12T16:26:49+0000
"Fauci calls booster shots ‘likely,’ not now but in future, citing early signs that vaccine immunity may wane.",2021-08-12T16:51:49+0000
"Fauci calls booster shots ‘likely,’ not now but in future, citing early signs that vaccine immunity may wane.",2021-08-12T16:51:49+0000
Why Not Just Tell Everyone to Wear Masks?,2021-08-12T17:05:28+0000
Why Not Just Tell Everyone to Wear Masks?,2021-08-12T17:05:28+0000
The largest U.S. teachers’ union announces support for vaccination or testing for educators.,2021-08-12T17:44:02+0000
Are Delta Symptoms Different?,2021-08-12T19:00:56+0000
Are Delta Symptoms Different?,2021-08-12T19:00:56+0000
Australians seek ways to speed vaccinations as government rollout sputters.,2021-08-12T21:07:44+0000
F.D.A. to Authorize Third Booster Shot for the Vulnerable,2021-08-12T21:09:02+0000
F.D.A. to Authorize Third Booster Shot for the Vulnerable,2021-08-12T21:09:02+0000
"Campuses Are Virus Incubators, but These Colleges Can’t Require Vaccines",2021-08-12T21:15:24+0000
"Campuses Are Virus Incubators, but These Colleges Can’t Require Vaccines",2021-08-12T21:15:24+0000
Coronavirus Briefing: What Happened Today,2021-08-12T21:30:05+0000
Coronavirus Briefing: What Happened Today,2021-08-12T21:30:05+0000
The Supreme Court won’t block Indiana University’s vaccine mandate.,2021-08-12T21:51:57+0000
The Supreme Court won’t block Indiana University’s vaccine mandate.,2021-08-12T21:51:57+0000
"As Virus Cases Surge, Biden Administration Encourages More Use of Antibody Treatments",2021-08-12T23:36:36+0000
"As Virus Cases Surge, Biden Administration Encourages More Use of Antibody Treatments",2021-08-12T23:36:36+0000
The F.D.A. authorized a third dose of Covid vaccines for immunocompromised people.,2021-08-13T03:24:51+0000
The F.D.A. authorized a third dose of Covid vaccines for immunocompromised people.,2021-08-13T03:24:51+0000
What It Will Take to Free Australia From the Bonds of Covid,2021-08-13T06:44:29+0000
What It Will Take to Free Australia From the Bonds of Covid,2021-08-13T06:44:29+0000
Iran’s Health System ‘Beyond Disastrous’ From Covid Surge,2021-08-13T07:00:08+0000
Iran’s Health System ‘Beyond Disastrous’ From Covid Surge,2021-08-13T07:00:08+0000
The Vaccine Refusers Are Testing My Love of the South,2021-08-13T09:00:09+0000
The Vaccine Refusers Are Testing My Love of the South,2021-08-13T09:00:09+0000
"If You Skip the Vaccine, It Is My ‘Damn Business’",2021-08-13T09:00:22+0000
"If You Skip the Vaccine, It Is My ‘Damn Business’",2021-08-13T09:00:22+0000
6 Issues Kathy Hochul Will Face as New York Governor,2021-08-13T09:00:28+0000
6 Issues Kathy Hochul Will Face as New York Governor,2021-08-13T09:00:28+0000
Reopening Plans for Many Large School Districts Are Changing Fast,2021-08-13T09:13:17+0000
Reopening Plans for Many Large School Districts Are Changing Fast,2021-08-13T09:13:17+0000
"Vaccination Rates in N.Y.C., and One Major Disparity",2021-08-13T09:46:28+0000
"Vaccination Rates in N.Y.C., and One Major Disparity",2021-08-13T09:46:28+0000
French leaders call for vigilance amid vandalism at vaccine sites.,2021-08-13T09:52:05+0000
French leaders call for vigilance amid vandalism at vaccine sites.,2021-08-13T09:52:05+0000
C.E.O.s Play Follow the Leader,2021-08-13T12:01:44+0000
San Francisco Bars Unvaccinated People From Indoor Spaces,2021-08-13T14:15:37+0000
San Francisco Bars Unvaccinated People From Indoor Spaces,2021-08-13T14:15:37+0000
Ways to Ease the Pain of Headaches,2021-08-13T15:23:01+0000
Ways to Ease the Pain of Headaches,2021-08-13T15:23:01+0000
Whiplash for the Concert Business as the Delta Variant Rages On,2021-08-13T17:29:25+0000
Los Angeles and Chicago schools will mandate teacher vaccinations.,2021-08-13T20:21:37+0000
Los Angeles and Chicago schools will mandate teacher vaccinations.,2021-08-13T20:21:37+0000
Coronavirus Briefing: What Happened Today,2021-08-13T21:06:30+0000
Coronavirus Briefing: What Happened Today,2021-08-13T21:06:30+0000
C.D.C. Panel Recommends Third Dose of Covid Vaccine for Immunocompromised,2021-08-13T21:35:58+0000
C.D.C. Panel Recommends Third Dose of Covid Vaccine for Immunocompromised,2021-08-13T21:35:58+0000
"Oregon and Hawaii, two highly vaccinated states, are seeing their highest case numbers of the pandemic.",2021-08-13T22:54:47+0000
"Oregon and Hawaii, two highly vaccinated states, are seeing their highest case numbers of the pandemic.",2021-08-13T22:54:47+0000
"Poverty, Disease, Customs: Why So Many Indonesian Children Die of Covid",2021-08-14T09:00:20+0000
"Germany adds the U.S. to its ‘high risk’ list, requiring some travelers to quarantine.",2021-08-14T13:28:07+0000
"Germany adds the U.S. to its ‘high risk’ list, requiring some travelers to quarantine.",2021-08-14T13:28:07+0000
Australian state goes into lockdown as Sydney’s outbreak spreads.,2021-08-14T13:50:05+0000
Australian state goes into lockdown as Sydney’s outbreak spreads.,2021-08-14T13:50:05+0000
"Biden Administration Plans for Vaccine Boosters, Perhaps by Fall",2021-08-14T17:05:21+0000
"Biden Administration Plans for Vaccine Boosters, Perhaps by Fall",2021-08-14T17:05:21+0000
"Doubts, Anger and Anxiety: What It’s Like to Go to School Now",2021-08-15T07:00:11+0000
The Week in Business: A Big Step for Infrastructure Spending,2021-08-15T11:00:08+0000
The U.S. Virgin Islands face their worst surge since the start of the pandemic.,2021-08-15T14:35:20+0000
The U.S. Virgin Islands face their worst surge since the start of the pandemic.,2021-08-15T14:35:20+0000
Your Monday Briefing,2021-08-15T21:23:02+0000
Your Monday Briefing,2021-08-15T21:23:02+0000
What the Supreme Court Ruling on Evictions Means for New Yorkers,2021-08-16T08:42:05+0000
What the Supreme Court Ruling on Evictions Means for New Yorkers,2021-08-16T08:42:05+0000
Can the Vaccinated Develop Long Covid After a Breakthrough Infection?,2021-08-16T09:00:12+0000
Can the Vaccinated Develop Long Covid After a Breakthrough Infection?,2021-08-16T09:00:12+0000
The prospect of booster shots is igniting a global health debate.,2021-08-16T09:01:39+0000
The prospect of booster shots is igniting a global health debate.,2021-08-16T09:01:39+0000
Malaysia’s prime minister resigns over anger about his handling of the virus.,2021-08-16T10:53:35+0000
Malaysia’s prime minister resigns over anger about his handling of the virus.,2021-08-16T10:53:35+0000
Can the vaccinated develop long Covid?,2021-08-16T10:53:58+0000
School Is Starting. Can Children Stay Safe From Covid-19?,2021-08-16T13:03:21+0000
You May Have to Show Proof of Vaccination in N.Y.C. Starting Tomorrow. Here's How.,2021-08-16T13:48:57+0000
You May Have to Show Proof of Vaccination in N.Y.C. Starting Tomorrow. Here's How.,2021-08-16T13:48:57+0000
New York City Mandates Vaccines for Museum Visitors and Staff,2021-08-16T13:54:16+0000
New York City Mandates Vaccines for Museum Visitors and Staff,2021-08-16T13:54:16+0000
Covid Vaccines Produced in Africa Are Being Exported to Europe,2021-08-16T15:14:18+0000
Covid Vaccines Produced in Africa Are Being Exported to Europe,2021-08-16T15:14:18+0000
Delta Surge Drives Home Painful Truth: Covid Isn’t Going Away,2021-08-16T16:01:19+0000
Delta Surge Drives Home Painful Truth: Covid Isn’t Going Away,2021-08-16T16:01:19+0000
"All health care workers in New York must get vaccinated, the governor says.",2021-08-16T16:35:55+0000
Coronavirus Briefing: What Happened Today,2021-08-16T21:32:08+0000
Coronavirus Briefing: What Happened Today,2021-08-16T21:32:08+0000
"Health Care Workers in New York Must Get Vaccine, Cuomo Says",2021-08-16T22:16:50+0000
"Health Care Workers in New York Must Get Vaccine, Cuomo Says",2021-08-16T22:16:50+0000
Tennessee’s governor allows parents to opt out of mask mandates at school.,2021-08-16T22:24:29+0000
Tennessee’s governor allows parents to opt out of mask mandates at school.,2021-08-16T22:24:29+0000
Georgia will increase hospital funding amid a Covid surge.,2021-08-16T22:26:22+0000
Georgia will increase hospital funding amid a Covid surge.,2021-08-16T22:26:22+0000
U.S. to Advise Boosters for Most Americans 8 Months After Vaccination,2021-08-17T02:22:25+0000
U.S. to Advise Boosters for Most Americans 8 Months After Vaccination,2021-08-17T02:22:25+0000
Vaccine Mandate for Indoor Venues Starts in New York City,2021-08-17T08:53:56+0000
Vaccine Mandate for Indoor Venues Starts in New York City,2021-08-17T08:53:56+0000
India’s Covid-19 Numbers Have Fallen. A Third Wave Still Looms.,2021-08-17T09:00:22+0000
India’s Covid-19 Numbers Have Fallen. A Third Wave Still Looms.,2021-08-17T09:00:22+0000
Faculty at some U.S. state universities protest for more safety measures.,2021-08-17T16:48:21+0000
Faculty at some U.S. state universities protest for more safety measures.,2021-08-17T16:48:21+0000
Exit From Afghanistan: The Fallout,2021-08-17T18:16:08+0000
Exit From Afghanistan: The Fallout,2021-08-17T18:16:08+0000
The Atlanta Falcons claim an N.F.L. first: 100 percent of its players are vaccinated.,2021-08-17T18:56:17+0000
The Atlanta Falcons claim an N.F.L. first: 100 percent of its players are vaccinated.,2021-08-17T18:56:17+0000
"Chicago, New Mexico and airports implement mask requirements.",2021-08-17T21:01:00+0000
"Chicago, New Mexico and airports implement mask requirements.",2021-08-17T21:01:00+0000
Gov. Greg Abbott of Texas has tested positive for the coronavirus.,2021-08-17T21:11:45+0000
Gov. Greg Abbott of Texas has tested positive for the coronavirus.,2021-08-17T21:11:45+0000
N.Y.C. Will Require Covid-19 Vaccination for Indoor Public Events,2021-08-17T21:13:41+0000
N.Y.C. Will Require Covid-19 Vaccination for Indoor Public Events,2021-08-17T21:13:41+0000
Los Angeles to Require Masks at Large Outdoor Concerts and Events,2021-08-17T22:03:17+0000
Los Angeles to Require Masks at Large Outdoor Concerts and Events,2021-08-17T22:03:17+0000
Los Angeles to Require Masks at Large Outdoor Concerts and Events,2021-08-17T22:03:17+0000
"In a Handful of States, Early Data Hint at a Rise in Breakthrough Infections",2021-08-17T22:18:23+0000
"In a Handful of States, Early Data Hint at a Rise in Breakthrough Infections",2021-08-17T22:18:23+0000
"Overwhelmed by Coronavirus, Cuba’s Vaunted Health System Is Reeling",2021-08-17T22:23:08+0000
"Overwhelmed by Coronavirus, Cuba’s Vaunted Health System Is Reeling",2021-08-17T22:23:08+0000
The U.S. will advise most Americans to get booster shots eight months after vaccination.,2021-08-17T22:33:01+0000
The U.S. will advise most Americans to get booster shots eight months after vaccination.,2021-08-17T22:33:01+0000
Coronavirus Briefing: What Happened Today,2021-08-17T22:39:39+0000
Coronavirus Briefing: What Happened Today,2021-08-17T22:39:39+0000
Pope Francis Encourages Covid Vaccines in Media Campaign,2021-08-18T01:00:08+0000
Pope Francis Encourages Covid Vaccines in Media Campaign,2021-08-18T01:00:08+0000
Pope Francis calls getting vaccinated ‘an act of love’ in a video.,2021-08-18T09:50:02+0000
Pope Francis calls getting vaccinated ‘an act of love’ in a video.,2021-08-18T09:50:02+0000
"Restaurant owners sue New York City, hoping to block its ‘ridiculous’ vaccine mandate.",2021-08-18T16:38:27+0000
"Restaurant owners sue New York City, hoping to block its ‘ridiculous’ vaccine mandate.",2021-08-18T16:38:27+0000
"Israel, Once the Model for Beating Covid, Faces New Surge of Infections",2021-08-18T18:02:27+0000
"Israel, Once the Model for Beating Covid, Faces New Surge of Infections",2021-08-18T18:02:27+0000
Pope Francis Says Getting Covid-19 Vaccine Is an ‘Act of Love’,2021-08-18T18:52:12+0000
Pope Francis Says Getting Covid-19 Vaccine Is an ‘Act of Love’,2021-08-18T18:52:12+0000
Texas Gov. Greg Abbott Tests Postive for Covid-19,2021-08-18T19:00:04+0000
Texas Gov. Greg Abbott Tests Postive for Covid-19,2021-08-18T19:00:04+0000
The Truth About Long Covid Is Complicated. Better Treatment Isn’t.,2021-08-18T19:00:07+0000
The Biden administration will use a federal civil rights office to deter states from banning universal masking in classrooms.,2021-08-18T19:30:35+0000
The Biden administration will use a federal civil rights office to deter states from banning universal masking in classrooms.,2021-08-18T19:30:35+0000
White House Outlines Plan for Coronavirus Booster Shots,2021-08-18T20:04:38+0000
White House Outlines Plan for Coronavirus Booster Shots,2021-08-18T20:04:38+0000
Earthquake and floods have set back Haiti’s faltering effort to curb the pandemic.,2021-08-18T21:04:56+0000
"Vaccine Effectiveness Against Infection May Wane, C.D.C. Studies Find",2021-08-18T21:05:25+0000
"Vaccine Effectiveness Against Infection May Wane, C.D.C. Studies Find",2021-08-18T21:05:25+0000
Coronavirus Briefing: What Happened Today,2021-08-18T21:28:34+0000
Coronavirus Briefing: What Happened Today,2021-08-18T21:28:34+0000
Washington State is requiring all teachers and staff to be vaccinated.,2021-08-18T21:39:20+0000
Washington State is requiring all teachers and staff to be vaccinated.,2021-08-18T21:39:20+0000
"Taliban, Covid, R. Kelly: Your Wednesday Evening Briefing",2021-08-18T21:54:38+0000
"Biden Ramps Up Virus Strategy for Nursing Homes and Schools, and Urges Booster Shots",2021-08-18T23:51:39+0000
"Biden Ramps Up Virus Strategy for Nursing Homes and Schools, and Urges Booster Shots",2021-08-18T23:51:39+0000
What to Know About Boosters if You Got the Johnson & Johnson Vaccine,2021-08-19T00:16:21+0000
What to Know About Boosters if You Got the Johnson & Johnson Vaccine,2021-08-19T00:16:21+0000
Biden Announces Virus Measures for Schools and Nursing Homes,2021-08-19T01:23:02+0000
Biden Announces Virus Measures for Schools and Nursing Homes,2021-08-19T01:23:02+0000
"Alabama has no more I.C.U. beds available, the state authorities said.",2021-08-19T09:07:12+0000
Paralympic officials in Tokyo report the first virus case in the Olympic Village.,2021-08-19T10:21:45+0000
Paralympic officials in Tokyo report the first virus case in the Olympic Village.,2021-08-19T10:21:45+0000
Paralympic officials in Tokyo report the first virus case in the Olympic Village.,2021-08-19T10:21:45+0000
"Booster shots ‘make a mockery of vaccine equity,’ the W.H.O.’s Africa director says.",2021-08-19T14:57:42+0000
"Booster shots ‘make a mockery of vaccine equity,’ the W.H.O.’s Africa director says.",2021-08-19T14:57:42+0000
Cases Keep Rising as Covid Refuses to Retreat,2021-08-19T16:57:07+0000
Cases Keep Rising as Covid Refuses to Retreat,2021-08-19T16:57:07+0000
Three vaccinated senators have tested positive for the virus.,2021-08-19T18:16:47+0000
Three vaccinated senators have tested positive for the virus.,2021-08-19T18:16:47+0000
New York’s ‘Excelsior Pass’ could cost up to $27 million.,2021-08-19T18:39:12+0000
New York’s ‘Excelsior Pass’ could cost up to $27 million.,2021-08-19T18:39:12+0000
N.Y.P.D. to Unvaccinated Officers: Wear Masks or Face Discipline,2021-08-19T19:13:04+0000
Massachusetts teachers’ union presses the Republican governor for a vaccine mandate.,2021-08-19T19:57:15+0000
Massachusetts teachers’ union presses the Republican governor for a vaccine mandate.,2021-08-19T19:57:15+0000
The U.S. wants a U.N. meeting scaled back to avoid a ‘superspreader event.’,2021-08-19T20:17:54+0000
The U.S. wants a U.N. meeting scaled back to avoid a ‘superspreader event.’,2021-08-19T20:17:54+0000
City workers in Los Angeles will soon have to get vaccinated.,2021-08-19T21:41:06+0000
City workers in Los Angeles will soon have to get vaccinated.,2021-08-19T21:41:06+0000
A California school district will require older students to be vaccinated.,2021-08-19T21:44:55+0000
A California school district will require older students to be vaccinated.,2021-08-19T21:44:55+0000
Nursing Homes Face Quandary: Vaccinate Staff or Don’t Get Paid.,2021-08-19T22:01:05+0000
Nursing Homes Face Quandary: Vaccinate Staff or Don’t Get Paid.,2021-08-19T22:01:05+0000
"Afghanistan, Vaccines, Chuck Close: Your Thursday Evening Briefing",2021-08-19T22:02:26+0000
Coronavirus Briefing: What Happened Today,2021-08-19T22:12:55+0000
Coronavirus Briefing: What Happened Today,2021-08-19T22:12:55+0000
Covid Isn’t Going Away. So What Now?,2021-08-19T22:40:03+0000
Covid Isn’t Going Away. So What Now?,2021-08-19T22:40:03+0000
The Quiet Rage of the Responsible,2021-08-19T23:00:07+0000
The Quiet Rage of the Responsible,2021-08-19T23:00:07+0000
W.H.O. Official Criticizes Covid Booster Shots in Wealthy Nations,2021-08-20T00:00:00+0000
W.H.O. Official Criticizes Covid Booster Shots in Wealthy Nations,2021-08-20T00:00:00+0000
Oregon Will Require Vaccinations for School Employees,2021-08-20T03:09:57+0000
Oregon Will Require Vaccinations for School Employees,2021-08-20T03:09:57+0000
Struggling to Explain Australia’s Covid Reality,2021-08-20T05:55:33+0000
"As Chinese Vaccines Stumble, U.S. Finds New Opening in Asia",2021-08-20T07:00:13+0000
"As Chinese Vaccines Stumble, U.S. Finds New Opening in Asia",2021-08-20T07:00:13+0000
How Music Festivals Are Moving Forward Despite the Delta Variant,2021-08-20T08:43:40+0000
How Music Festivals Are Moving Forward Despite the Delta Variant,2021-08-20T08:43:40+0000
"As Childhood Covid Cases Spike, School Vaccination Clinics Are Slow Going",2021-08-20T09:00:18+0000
"As Childhood Covid Cases Spike, School Vaccination Clinics Are Slow Going",2021-08-20T09:00:18+0000
New York City imposes vaccine mandate for many high school athletes and coaches.,2021-08-20T15:22:26+0000
New York City imposes vaccine mandate for many high school athletes and coaches.,2021-08-20T15:22:26+0000
Maker of Popular Covid Test Told Factory to Destroy Inventory,2021-08-20T18:40:29+0000
Resistance to Vaccines in the Southern States,2021-08-20T19:19:07+0000
Resistance to Vaccines in the Southern States,2021-08-20T19:19:07+0000
How will you handle another Covid school year?,2021-08-20T20:31:45+0000
The F.D.A. is aiming to give full approval to Pfizer’s Covid vaccine on Monday.,2021-08-20T21:06:06+0000
The F.D.A. is aiming to give full approval to Pfizer’s Covid vaccine on Monday.,2021-08-20T21:06:06+0000
Virus Fears Prompt a Major New York Theater to Postpone Its Return,2021-08-20T21:15:53+0000
Virus Fears Prompt a Major New York Theater to Postpone Its Return,2021-08-20T21:15:53+0000
Rice University Turns to Online Classes,2021-08-20T21:37:11+0000
Rice University Turns to Online Classes,2021-08-20T21:37:11+0000
